"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","SEX_NAME","PAY_NAME","ITEM_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"2013","Southwark","E09000028","Total","Hourly pay - gross","40 percentile","Value",14.61,"Normal Value"
"2013","Southwark","E09000028","Total","Hourly pay - gross","40 percentile","Confidence",3.1,"Normal Value"
"2013","Southwark","E09000028","Total","Hourly pay - gross","60 percentile","Value",19.11,"Normal Value"
"2013","Southwark","E09000028","Total","Hourly pay - gross","60 percentile","Confidence",3.1,"Normal Value"
"2013","Southwark","E09000028","Total","Hourly pay - gross","70 percentile","Value",22.05,"Normal Value"
"2013","Southwark","E09000028","Total","Hourly pay - gross","70 percentile","Confidence",3.9,"Normal Value"
"2013","Southwark","E09000028","Total","Hourly pay - gross","75 percentile","Value",23.67,"Normal Value"
"2013","Southwark","E09000028","Total","Hourly pay - gross","75 percentile","Confidence",4.5,"Normal Value"
"2013","Southwark","E09000028","Total","Hourly pay - gross","80 percentile","Value",26.00,"Normal Value"
"2013","Southwark","E09000028","Total","Hourly pay - gross","80 percentile","Confidence",6.6,"Normal Value"
"2013","Southwark","E09000028","Total","Hourly pay - gross","90 percentile","Value",35.71,"Normal Value"
"2013","Southwark","E09000028","Total","Hourly pay - gross","90 percentile","Confidence",15.0,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","Number of jobs","Value",140000,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","Number of jobs","Confidence",4.7,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","Median","Value",32168,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","Median","Confidence",5.6,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","Annual percentage change - median","Value",-1.5,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","Annual percentage change - median","Confidence",,"These figures are missing."
"2013","Southwark","E09000028","Total","Annual pay - gross","10 percentile","Value",9522,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","10 percentile","Confidence",13.0,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","20 percentile","Value",18357,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","20 percentile","Confidence",9.2,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","25 percentile","Value",21460,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","25 percentile","Confidence",6.3,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","30 percentile","Value",23905,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","30 percentile","Confidence",5.1,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","40 percentile","Value",27991,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","40 percentile","Confidence",5.1,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","60 percentile","Value",37188,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","60 percentile","Confidence",5.5,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","70 percentile","Value",42536,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","70 percentile","Confidence",6.8,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","75 percentile","Value",46808,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","75 percentile","Confidence",8.6,"Normal Value"
"2013","Southwark","E09000028","Total","Annual pay - gross","80 percentile","Value",51485,"Normal Value"
