"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","INDUSTRY_NAME","EMPLOYMENT_STATUS_NAME","MEASURE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"2017","Chesterfield","E07000034","93 : Sports activities and amusement and recreation activities","Full-time employees","Count","Value",125,"Normal Value"
"2017","Chesterfield","E07000034","93 : Sports activities and amusement and recreation activities","Full-time employees","Industry percentage","Value",0.4,"Normal Value"
"2017","Chesterfield","E07000034","93 : Sports activities and amusement and recreation activities","Part-time employees","Count","Value",350,"Normal Value"
"2017","Chesterfield","E07000034","93 : Sports activities and amusement and recreation activities","Part-time employees","Industry percentage","Value",1.9,"Normal Value"
"2017","Chesterfield","E07000034","94 : Activities of membership organisations","Employees","Count","Value",100,"Normal Value"
"2017","Chesterfield","E07000034","94 : Activities of membership organisations","Employees","Industry percentage","Value",0.2,"Normal Value"
"2017","Chesterfield","E07000034","94 : Activities of membership organisations","Full-time employees","Count","Value",75,"Normal Value"
"2017","Chesterfield","E07000034","94 : Activities of membership organisations","Full-time employees","Industry percentage","Value",0.2,"Normal Value"
"2017","Chesterfield","E07000034","94 : Activities of membership organisations","Part-time employees","Count","Value",45,"Normal Value"
"2017","Chesterfield","E07000034","94 : Activities of membership organisations","Part-time employees","Industry percentage","Value",0.2,"Normal Value"
"2017","Chesterfield","E07000034","95 : Repair of computers and personal and household goods","Employees","Count","Value",15,"Normal Value"
"2017","Chesterfield","E07000034","95 : Repair of computers and personal and household goods","Employees","Industry percentage","Value",0.0,"Normal Value"
"2017","Chesterfield","E07000034","95 : Repair of computers and personal and household goods","Full-time employees","Count","Value",10,"Normal Value"
"2017","Chesterfield","E07000034","95 : Repair of computers and personal and household goods","Full-time employees","Industry percentage","Value",0.0,"Normal Value"
"2017","Chesterfield","E07000034","95 : Repair of computers and personal and household goods","Part-time employees","Count","Value",5,"Normal Value"
"2017","Chesterfield","E07000034","95 : Repair of computers and personal and household goods","Part-time employees","Industry percentage","Value",0.0,"Normal Value"
"2017","Chesterfield","E07000034","96 : Other personal service activities","Employees","Count","Value",350,"Normal Value"
"2017","Chesterfield","E07000034","96 : Other personal service activities","Employees","Industry percentage","Value",0.7,"Normal Value"
"2017","Chesterfield","E07000034","96 : Other personal service activities","Full-time employees","Count","Value",200,"Normal Value"
"2017","Chesterfield","E07000034","96 : Other personal service activities","Full-time employees","Industry percentage","Value",0.6,"Normal Value"
"2017","Chesterfield","E07000034","96 : Other personal service activities","Part-time employees","Count","Value",175,"Normal Value"
"2017","Chesterfield","E07000034","96 : Other personal service activities","Part-time employees","Industry percentage","Value",1.0,"Normal Value"
