"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","INDUSTRY_NAME","EMPLOYMENT_STATUS_NAME","MEASURE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"2021","Darlington","E06000005","03 : Fishing and aquaculture","Part-time employees","Count","Value",0,"Normal Value"
"2021","Darlington","E06000005","03 : Fishing and aquaculture","Part-time employees","Industry percentage","Value",0.0,"Normal Value"
"2021","Darlington","E06000005","05 : Mining of coal and lignite","Employees","Count","Value",0,"Normal Value"
"2021","Darlington","E06000005","05 : Mining of coal and lignite","Employees","Industry percentage","Value",0.0,"Normal Value"
"2021","Darlington","E06000005","05 : Mining of coal and lignite","Full-time employees","Count","Value",0,"Normal Value"
"2021","Darlington","E06000005","05 : Mining of coal and lignite","Full-time employees","Industry percentage","Value",0.0,"Normal Value"
"2021","Darlington","E06000005","05 : Mining of coal and lignite","Part-time employees","Count","Value",0,"Normal Value"
"2021","Darlington","E06000005","05 : Mining of coal and lignite","Part-time employees","Industry percentage","Value",0.0,"Normal Value"
"2021","Darlington","E06000005","06 : Extraction of crude petroleum and natural gas","Employees","Count","Value",0,"Normal Value"
"2021","Darlington","E06000005","06 : Extraction of crude petroleum and natural gas","Employees","Industry percentage","Value",0.0,"Normal Value"
"2021","Darlington","E06000005","06 : Extraction of crude petroleum and natural gas","Full-time employees","Count","Value",0,"Normal Value"
"2021","Darlington","E06000005","06 : Extraction of crude petroleum and natural gas","Full-time employees","Industry percentage","Value",0.0,"Normal Value"
"2021","Darlington","E06000005","06 : Extraction of crude petroleum and natural gas","Part-time employees","Count","Value",0,"Normal Value"
"2021","Darlington","E06000005","06 : Extraction of crude petroleum and natural gas","Part-time employees","Industry percentage","Value",0.0,"Normal Value"
"2021","Darlington","E06000005","07 : Mining of metal ores","Employees","Count","Value",0,"Normal Value"
"2021","Darlington","E06000005","07 : Mining of metal ores","Employees","Industry percentage","Value",0.0,"Normal Value"
"2021","Darlington","E06000005","07 : Mining of metal ores","Full-time employees","Count","Value",0,"Normal Value"
"2021","Darlington","E06000005","07 : Mining of metal ores","Full-time employees","Industry percentage","Value",0.0,"Normal Value"
"2021","Darlington","E06000005","07 : Mining of metal ores","Part-time employees","Count","Value",0,"Normal Value"
"2021","Darlington","E06000005","07 : Mining of metal ores","Part-time employees","Industry percentage","Value",0.0,"Normal Value"
"2021","Darlington","E06000005","08 : Other mining and quarrying","Employees","Count","Value",0,"Normal Value"
"2021","Darlington","E06000005","08 : Other mining and quarrying","Employees","Industry percentage","Value",0.0,"Normal Value"
"2021","Darlington","E06000005","08 : Other mining and quarrying","Full-time employees","Count","Value",0,"Normal Value"
"2021","Darlington","E06000005","08 : Other mining and quarrying","Full-time employees","Industry percentage","Value",0.0,"Normal Value"
"2021","Darlington","E06000005","08 : Other mining and quarrying","Part-time employees","Count","Value",0,"Normal Value"
"2021","Darlington","E06000005","08 : Other mining and quarrying","Part-time employees","Industry percentage","Value",0.0,"Normal Value"
"2021","Darlington","E06000005","09 : Mining support service activities","Employees","Count","Value",30,"Normal Value"
"2021","Darlington","E06000005","09 : Mining support service activities","Employees","Industry percentage","Value",0.1,"Normal Value"
