"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","INDUSTRY_NAME","EMPLOYMENT_STATUS_NAME","MEASURE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"2015","Liverpool","E08000012","32 : Other manufacturing","Part-time employees","Count","Value",100,"Normal Value"
"2015","Liverpool","E08000012","32 : Other manufacturing","Part-time employees","Industry percentage","Value",0.1,"Normal Value"
"2015","Liverpool","E08000012","33 : Repair and installation of machinery and equipment","Employees","Count","Value",300,"Normal Value"
"2015","Liverpool","E08000012","33 : Repair and installation of machinery and equipment","Employees","Industry percentage","Value",0.1,"Normal Value"
"2015","Liverpool","E08000012","33 : Repair and installation of machinery and equipment","Full-time employees","Count","Value",300,"Normal Value"
"2015","Liverpool","E08000012","33 : Repair and installation of machinery and equipment","Full-time employees","Industry percentage","Value",0.2,"Normal Value"
"2015","Liverpool","E08000012","33 : Repair and installation of machinery and equipment","Part-time employees","Count","Value",35,"Normal Value"
"2015","Liverpool","E08000012","33 : Repair and installation of machinery and equipment","Part-time employees","Industry percentage","Value",0.0,"Normal Value"
"2015","Liverpool","E08000012","35 : Electricity, gas, steam and air conditioning supply","Employees","Count","Value",350,"Normal Value"
"2015","Liverpool","E08000012","35 : Electricity, gas, steam and air conditioning supply","Employees","Industry percentage","Value",0.2,"Normal Value"
"2015","Liverpool","E08000012","35 : Electricity, gas, steam and air conditioning supply","Full-time employees","Count","Value",350,"Normal Value"
"2015","Liverpool","E08000012","35 : Electricity, gas, steam and air conditioning supply","Full-time employees","Industry percentage","Value",0.2,"Normal Value"
"2015","Liverpool","E08000012","35 : Electricity, gas, steam and air conditioning supply","Part-time employees","Count","Value",15,"Normal Value"
"2015","Liverpool","E08000012","35 : Electricity, gas, steam and air conditioning supply","Part-time employees","Industry percentage","Value",0.0,"Normal Value"
"2015","Liverpool","E08000012","36 : Water collection, treatment and supply","Employees","Count","Value",50,"Normal Value"
"2015","Liverpool","E08000012","36 : Water collection, treatment and supply","Employees","Industry percentage","Value",0.0,"Normal Value"
"2015","Liverpool","E08000012","36 : Water collection, treatment and supply","Full-time employees","Count","Value",50,"Normal Value"
"2015","Liverpool","E08000012","36 : Water collection, treatment and supply","Full-time employees","Industry percentage","Value",0.0,"Normal Value"
"2015","Liverpool","E08000012","36 : Water collection, treatment and supply","Part-time employees","Count","Value",0,"Normal Value"
"2015","Liverpool","E08000012","36 : Water collection, treatment and supply","Part-time employees","Industry percentage","Value",0.0,"Normal Value"
"2015","Liverpool","E08000012","37 : Sewerage","Employees","Count","Value",50,"Normal Value"
"2015","Liverpool","E08000012","37 : Sewerage","Employees","Industry percentage","Value",0.0,"Normal Value"
"2015","Liverpool","E08000012","37 : Sewerage","Full-time employees","Count","Value",50,"Normal Value"
"2015","Liverpool","E08000012","37 : Sewerage","Full-time employees","Industry percentage","Value",0.0,"Normal Value"
"2015","Liverpool","E08000012","37 : Sewerage","Part-time employees","Count","Value",0,"Normal Value"
"2015","Liverpool","E08000012","37 : Sewerage","Part-time employees","Industry percentage","Value",0.0,"Normal Value"
"2015","Liverpool","E08000012","38 : Waste collection, treatment and disposal activities; materials recovery","Employees","Count","Value",600,"Normal Value"
"2015","Liverpool","E08000012","38 : Waste collection, treatment and disposal activities; materials recovery","Employees","Industry percentage","Value",0.3,"Normal Value"
"2015","Liverpool","E08000012","38 : Waste collection, treatment and disposal activities; materials recovery","Full-time employees","Count","Value",500,"Normal Value"
"2015","Liverpool","E08000012","38 : Waste collection, treatment and disposal activities; materials recovery","Full-time employees","Industry percentage","Value",0.3,"Normal Value"
"2015","Liverpool","E08000012","38 : Waste collection, treatment and disposal activities; materials recovery","Part-time employees","Count","Value",35,"Normal Value"
"2015","Liverpool","E08000012","38 : Waste collection, treatment and disposal activities; materials recovery","Part-time employees","Industry percentage","Value",0.0,"Normal Value"
"2015","Liverpool","E08000012","39 : Remediation activities and other waste management services. This division includes the provision of remediation services, i.e. the cleanup of contaminated buildings and sites, soil, surface or ground water.","Employees","Count","Value",50,"Normal Value"
"2015","Liverpool","E08000012","39 : Remediation activities and other waste management services. This division includes the provision of remediation services, i.e. the cleanup of contaminated buildings and sites, soil, surface or ground water.","Employees","Industry percentage","Value",0.0,"Normal Value"
"2015","Liverpool","E08000012","39 : Remediation activities and other waste management services. This division includes the provision of remediation services, i.e. the cleanup of contaminated buildings and sites, soil, surface or ground water.","Full-time employees","Count","Value",50,"Normal Value"
"2015","Liverpool","E08000012","39 : Remediation activities and other waste management services. This division includes the provision of remediation services, i.e. the cleanup of contaminated buildings and sites, soil, surface or ground water.","Full-time employees","Industry percentage","Value",0.0,"Normal Value"
"2015","Liverpool","E08000012","39 : Remediation activities and other waste management services. This division includes the provision of remediation services, i.e. the cleanup of contaminated buildings and sites, soil, surface or ground water.","Part-time employees","Count","Value",0,"Normal Value"
"2015","Liverpool","E08000012","39 : Remediation activities and other waste management services. This division includes the provision of remediation services, i.e. the cleanup of contaminated buildings and sites, soil, surface or ground water.","Part-time employees","Industry percentage","Value",0.0,"Normal Value"
"2015","Liverpool","E08000012","41 : Construction of buildings","Employees","Count","Value",2000,"Normal Value"
"2015","Liverpool","E08000012","41 : Construction of buildings","Employees","Industry percentage","Value",0.9,"Normal Value"
"2015","Liverpool","E08000012","41 : Construction of buildings","Full-time employees","Count","Value",1750,"Normal Value"
"2015","Liverpool","E08000012","41 : Construction of buildings","Full-time employees","Industry percentage","Value",1.1,"Normal Value"
"2015","Liverpool","E08000012","41 : Construction of buildings","Part-time employees","Count","Value",125,"Normal Value"
"2015","Liverpool","E08000012","41 : Construction of buildings","Part-time employees","Industry percentage","Value",0.2,"Normal Value"
"2015","Liverpool","E08000012","42 : Civil engineering","Employees","Count","Value",450,"Normal Value"
"2015","Liverpool","E08000012","42 : Civil engineering","Employees","Industry percentage","Value",0.2,"Normal Value"
"2015","Liverpool","E08000012","42 : Civil engineering","Full-time employees","Count","Value",450,"Normal Value"
"2015","Liverpool","E08000012","42 : Civil engineering","Full-time employees","Industry percentage","Value",0.3,"Normal Value"
"2015","Liverpool","E08000012","42 : Civil engineering","Part-time employees","Count","Value",20,"Normal Value"
"2015","Liverpool","E08000012","42 : Civil engineering","Part-time employees","Industry percentage","Value",0.0,"Normal Value"
"2015","Liverpool","E08000012","43 : Specialised construction activities","Employees","Count","Value",4500,"Normal Value"
"2015","Liverpool","E08000012","43 : Specialised construction activities","Employees","Industry percentage","Value",1.9,"Normal Value"
"2015","Liverpool","E08000012","43 : Specialised construction activities","Full-time employees","Count","Value",4000,"Normal Value"
"2015","Liverpool","E08000012","43 : Specialised construction activities","Full-time employees","Industry percentage","Value",2.6,"Normal Value"
"2015","Liverpool","E08000012","43 : Specialised construction activities","Part-time employees","Count","Value",300,"Normal Value"
"2015","Liverpool","E08000012","43 : Specialised construction activities","Part-time employees","Industry percentage","Value",0.4,"Normal Value"
"2015","Liverpool","E08000012","45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","Employees","Count","Value",2000,"Normal Value"
"2015","Liverpool","E08000012","45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","Employees","Industry percentage","Value",0.9,"Normal Value"
"2015","Liverpool","E08000012","45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","Full-time employees","Count","Value",2000,"Normal Value"
"2015","Liverpool","E08000012","45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","Full-time employees","Industry percentage","Value",1.3,"Normal Value"
"2015","Liverpool","E08000012","45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","Part-time employees","Count","Value",175,"Normal Value"
"2015","Liverpool","E08000012","45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","Part-time employees","Industry percentage","Value",0.2,"Normal Value"
"2015","Liverpool","E08000012","46 : Wholesale trade, except of motor vehicles and motorcycles","Employees","Count","Value",9000,"Normal Value"
"2015","Liverpool","E08000012","46 : Wholesale trade, except of motor vehicles and motorcycles","Employees","Industry percentage","Value",3.9,"Normal Value"
"2015","Liverpool","E08000012","46 : Wholesale trade, except of motor vehicles and motorcycles","Full-time employees","Count","Value",6000,"Normal Value"
